avgTemp,avgTempRange,avgHumidity,avgHumidityRange,durationDays,brix,pol,purity,actualRendement,baseRen
33.5,32-35,70.0,61-80,4,15.8,12.97,82.08,5.58,6.47
33.5,32-35,90.0,81-100,2,15.8,12.97,82.08,6.18,6.47
33.5,32-35,90.0,81-100,3,15.8,12.97,82.08,5.88,6.47
33.5,32-35,90.0,81-100,4,15.8,12.97,82.08,5.54,6.47
24.0,23-25,50.0,40-60,2,14.3,11.33,79.23,5.76,5.3
24.0,23-25,50.0,40-60,3,14.3,11.33,79.23,5.52,5.3
24.0,23-25,50.0,40-60,4,14.3,11.33,79.23,5.1,5.3
24.0,23-25,70.0,61-80,2,14.3,11.33,79.23,5.69,5.3
24.0,23-25,70.0,61-80,3,14.3,11.33,79.23,5.42,5.3
24.0,23-25,70.0,61-80,4,14.3,11.33,79.23,5.11,5.3
24.0,23-25,90.0,81-100,2,14.3,11.33,79.23,5.65,5.3
24.0,23-25,90.0,81-100,3,14.3,11.33,79.23,5.38,5.3
24.0,23-25,90.0,81-100,4,14.3,11.33,79.23,5.02,5.3
27.0,26-28,50.0,40-60,2,14.3,11.33,79.23,5.6,5.3
27.0,26-28,50.0,40-60,3,14.3,11.33,79.23,5.37,5.3
27.0,26-28,50.0,40-60,4,14.3,11.33,79.23,4.94,5.3
27.0,26-28,70.0,61-80,2,14.3,11.33,79.23,5.62,5.3
27.0,26-28,70.0,61-80,3,14.3,11.33,79.23,5.26,5.3
27.0,26-28,70.0,61-80,4,14.3,11.33,79.23,4.93,5.3
27.0,26-28,90.0,81-100,2,14.3,11.33,79.23,5.49,5.3
27.0,26-28,90.0,81-100,3,14.3,11.33,79.23,5.17,5.3
27.0,26-28,90.0,81-100,4,14.3,11.33,79.23,4.84,5.3
30.0,29-31,50.0,40-60,2,14.3,11.33,79.23,5.36,5.3
30.0,29-31,50.0,40-60,3,14.3,11.33,79.23,5.06,5.3
30.0,29-31,50.0,40-60,4,14.3,11.33,79.23,4.71,5.3
30.0,29-31,70.0,61-80,2,14.3,11.33,79.23,5.34,5.3
30.0,29-31,70.0,61-80,3,14.3,11.33,79.23,5.07,5.3
30.0,29-31,70.0,61-80,4,14.3,11.33,79.23,4.7,5.3
30.0,29-31,90.0,81-100,2,14.3,11.33,79.23,5.3,5.3
30.0,29-31,90.0,81-100,3,14.3,11.33,79.23,4.97,5.3
30.0,29-31,90.0,81-100,4,14.3,11.33,79.23,4.63,5.3
33.5,32-35,50.0,40-60,2,14.3,11.33,79.23,5.13,5.3
33.5,32-35,50.0,40-60,3,14.3,11.33,79.23,4.8,5.3
33.5,32-35,50.0,40-60,4,14.3,11.33,79.23,4.48,5.3
33.5,32-35,70.0,61-80,2,14.3,11.33,79.23,5.02,5.3
33.5,32-35,70.0,61-80,3,14.3,11.33,79.23,4.8,5.3
33.5,32-35,70.0,61-80,4,14.3,11.33,79.23,4.44,5.3
33.5,32-35,90.0,81-100,2,14.3,11.33,79.23,4.95,5.3
33.5,32-35,90.0,81-100,3,14.3,11.33,79.23,4.71,5.3
33.5,32-35,90.0,81-100,4,14.3,11.33,79.23,4.28,5.3
24.0,23-25,50.0,40-60,2,15.0,12.61,84.06,6.87,6.42
24.0,23-25,50.0,40-60,3,15.0,12.61,84.06,6.56,6.42
24.0,23-25,50.0,40-60,4,15.0,12.61,84.06,6.28,6.42
24.0,23-25,70.0,61-80,2,15.0,12.61,84.06,6.88,6.42
24.0,23-25,70.0,61-80,3,15.0,12.61,84.06,6.58,6.42
24.0,23-25,70.0,61-80,4,15.0,12.61,84.06,6.15,6.42
24.0,23-25,90.0,81-100,2,15.0,12.61,84.06,6.77,6.42
24.0,23-25,90.0,81-100,3,15.0,12.61,84.06,6.49,6.42
24.0,23-25,90.0,81-100,4,15.0,12.61,84.06,6.09,6.42
27.0,26-28,50.0,40-60,2,15.0,12.61,84.06,6.76,6.42
27.0,26-28,50.0,40-60,3,15.0,12.61,84.06,6.41,6.42
27.0,26-28,50.0,40-60,4,15.0,12.61,84.06,6.07,6.42
27.0,26-28,70.0,61-80,2,15.0,12.61,84.06,6.7,6.42
27.0,26-28,70.0,61-80,3,15.0,12.61,84.06,6.42,6.42
27.0,26-28,70.0,61-80,4,15.0,12.61,84.06,6.01,6.42
27.0,26-28,90.0,81-100,2,15.0,12.61,84.06,6.59,6.42
27.0,26-28,90.0,81-100,3,15.0,12.61,84.06,6.29,6.42
27.0,26-28,90.0,81-100,4,15.0,12.61,84.06,5.94,6.42
30.0,29-31,50.0,40-60,2,15.0,12.61,84.06,6.48,6.42
30.0,29-31,50.0,40-60,3,15.0,12.61,84.06,6.2,6.42
30.0,29-31,50.0,40-60,4,15.0,12.61,84.06,5.88,6.42
30.0,29-31,70.0,61-80,2,15.0,12.61,84.06,6.45,6.42
30.0,29-31,70.0,61-80,3,15.0,12.61,84.06,6.19,6.42
30.0,29-31,70.0,61-80,4,15.0,12.61,84.06,5.83,6.42
30.0,29-31,90.0,81-100,2,15.0,12.61,84.06,6.34,6.42
30.0,29-31,90.0,81-100,3,15.0,12.61,84.06,6.03,6.42
30.0,29-31,90.0,81-100,4,15.0,12.61,84.06,5.77,6.42
33.5,32-35,50.0,40-60,2,15.0,12.61,84.06,6.19,6.42
33.5,32-35,50.0,40-60,3,15.0,12.61,84.06,5.89,6.42
33.5,32-35,50.0,40-60,4,15.0,12.61,84.06,5.53,6.42
33.5,32-35,70.0,61-80,2,15.0,12.61,84.06,6.19,6.42
33.5,32-35,70.0,61-80,3,15.0,12.61,84.06,5.89,6.42
33.5,32-35,70.0,61-80,4,15.0,12.61,84.06,5.58,6.42
33.5,32-35,90.0,81-100,2,15.0,12.61,84.06,6.14,6.42
33.5,32-35,90.0,81-100,3,15.0,12.61,84.06,5.79,6.42
33.5,32-35,90.0,81-100,4,15.0,12.61,84.06,5.44,6.42
24.0,23-25,50.0,40-60,2,16.7,14.04,84.9,7.75,7.29
24.0,23-25,50.0,40-60,3,16.7,14.04,84.9,7.44,7.29
24.0,23-25,50.0,40-60,4,16.7,14.04,84.9,7.08,7.29
24.0,23-25,70.0,61-80,2,16.7,14.04,84.9,7.68,7.29
24.0,23-25,70.0,61-80,3,16.7,14.04,84.9,7.38,7.29
24.0,23-25,70.0,61-80,4,16.7,14.04,84.9,7.04,7.29
24.0,23-25,90.0,81-100,2,16.7,14.04,84.9,7.62,7.29
24.0,23-25,90.0,81-100,3,16.7,14.04,84.9,7.39,7.29
24.0,23-25,90.0,81-100,4,16.7,14.04,84.9,7.0,7.29
27.0,26-28,50.0,40-60,2,16.7,14.04,84.9,7.67,7.29
27.0,26-28,50.0,40-60,3,16.7,14.04,84.9,7.31,7.29
27.0,26-28,50.0,40-60,4,16.7,14.04,84.9,6.97,7.29
27.0,26-28,70.0,61-80,2,16.7,14.04,84.9,7.55,7.29
27.0,26-28,70.0,61-80,3,16.7,14.04,84.9,7.24,7.29
27.0,26-28,70.0,61-80,4,16.7,14.04,84.9,6.88,7.29
27.0,26-28,90.0,81-100,2,16.7,14.04,84.9,7.53,7.29
27.0,26-28,90.0,81-100,3,16.7,14.04,84.9,7.24,7.29
27.0,26-28,90.0,81-100,4,16.7,14.04,84.9,6.79,7.29
30.0,29-31,50.0,40-60,2,16.7,14.04,84.9,7.35,7.29
30.0,29-31,50.0,40-60,3,16.7,14.04,84.9,7.07,7.29
30.0,29-31,50.0,40-60,4,16.7,14.04,84.9,6.7,7.29
30.0,29-31,70.0,61-80,2,16.7,14.04,84.9,7.32,7.29
30.0,29-31,70.0,61-80,3,16.7,14.04,84.9,6.99,7.29
30.0,29-31,70.0,61-80,4,16.7,14.04,84.9,6.68,7.29
30.0,29-31,90.0,81-100,2,16.7,14.04,84.9,7.23,7.29
30.0,29-31,90.0,81-100,3,16.7,14.04,84.9,6.94,7.29
30.0,29-31,90.0,81-100,4,16.7,14.04,84.9,6.56,7.29
33.5,32-35,50.0,40-60,2,16.7,14.04,84.9,7.09,7.29
33.5,32-35,50.0,40-60,3,16.7,14.04,84.9,6.85,7.29
33.5,32-35,50.0,40-60,4,16.7,14.04,84.9,6.43,7.29
33.5,32-35,70.0,61-80,2,16.7,14.04,84.9,7.09,7.29
33.5,32-35,70.0,61-80,3,16.7,14.04,84.9,6.78,7.29
33.5,32-35,70.0,61-80,4,16.7,14.04,84.9,6.45,7.29
33.5,32-35,90.0,81-100,2,16.7,14.04,84.9,7.0,7.29
33.5,32-35,90.0,81-100,3,16.7,14.04,84.9,6.69,7.29
33.5,32-35,90.0,81-100,4,16.7,14.04,84.9,6.36,7.29
24.0,23-25,50.0,40-60,2,14.6,12.31,84.31,6.7,6.26
24.0,23-25,50.0,40-60,3,14.6,12.31,84.31,6.44,6.26
24.0,23-25,50.0,40-60,4,14.6,12.31,84.31,6.14,6.26
24.0,23-25,70.0,61-80,2,14.6,12.31,84.31,6.72,6.26
24.0,23-25,70.0,61-80,3,14.6,12.31,84.31,6.44,6.26
24.0,23-25,70.0,61-80,4,14.6,12.31,84.31,6.07,6.26
24.0,23-25,90.0,81-100,2,14.6,12.31,84.31,6.65,6.26
24.0,23-25,90.0,81-100,3,14.6,12.31,84.31,6.33,6.26
24.0,23-25,90.0,81-100,4,14.6,12.31,84.31,5.99,6.26
27.0,26-28,50.0,40-60,2,14.6,12.31,84.31,6.59,6.26
27.0,26-28,50.0,40-60,3,14.6,12.31,84.31,6.33,6.26
27.0,26-28,50.0,40-60,4,14.6,12.31,84.31,5.97,6.26
27.0,26-28,70.0,61-80,2,14.6,12.31,84.31,6.57,6.26
27.0,26-28,70.0,61-80,3,14.6,12.31,84.31,6.26,6.26
27.0,26-28,70.0,61-80,4,14.6,12.31,84.31,5.87,6.26
27.0,26-28,90.0,81-100,2,14.6,12.31,84.31,6.41,6.26
27.0,26-28,90.0,81-100,3,14.6,12.31,84.31,6.2,6.26
27.0,26-28,90.0,81-100,4,14.6,12.31,84.31,5.82,6.26
30.0,29-31,50.0,40-60,2,14.6,12.31,84.31,6.33,6.26
30.0,29-31,50.0,40-60,3,14.6,12.31,84.31,6.01,6.26
30.0,29-31,50.0,40-60,4,14.6,12.31,84.31,5.73,6.26
30.0,29-31,70.0,61-80,2,14.6,12.31,84.31,6.33,6.26
30.0,29-31,70.0,61-80,3,14.6,12.31,84.31,6.03,6.26
30.0,29-31,70.0,61-80,4,14.6,12.31,84.31,5.66,6.26
30.0,29-31,90.0,81-100,2,14.6,12.31,84.31,6.21,6.26
30.0,29-31,90.0,81-100,3,14.6,12.31,84.31,5.9,6.26
30.0,29-31,90.0,81-100,4,14.6,12.31,84.31,5.52,6.26
33.5,32-35,50.0,40-60,2,14.6,12.31,84.31,6.1,6.26
33.5,32-35,50.0,40-60,3,14.6,12.31,84.31,5.73,6.26
33.5,32-35,50.0,40-60,4,14.6,12.31,84.31,5.43,6.26
33.5,32-35,70.0,61-80,2,14.6,12.31,84.31,6.02,6.26
33.5,32-35,70.0,61-80,3,14.6,12.31,84.31,5.72,6.26
33.5,32-35,70.0,61-80,4,14.6,12.31,84.31,5.41,6.26
33.5,32-35,90.0,81-100,2,14.6,12.31,84.31,5.89,6.26
33.5,32-35,90.0,81-100,3,14.6,12.31,84.31,5.67,6.26
33.5,32-35,90.0,81-100,4,14.6,12.31,84.31,5.25,6.26
24.0,23-25,50.0,40-60,2,18.3,15.75,86.06,8.97,8.54
24.0,23-25,50.0,40-60,3,18.3,15.75,86.06,8.71,8.54
24.0,23-25,50.0,40-60,4,18.3,15.75,86.06,8.33,8.54
24.0,23-25,70.0,61-80,2,18.3,15.75,86.06,9.0,8.54
24.0,23-25,70.0,61-80,3,18.3,15.75,86.06,8.67,8.54
24.0,23-25,70.0,61-80,4,18.3,15.75,86.06,8.27,8.54
24.0,23-25,90.0,81-100,2,18.3,15.75,86.06,8.84,8.54
24.0,23-25,90.0,81-100,3,18.3,15.75,86.06,8.6,8.54
24.0,23-25,90.0,81-100,4,18.3,15.75,86.06,8.27,8.54
27.0,26-28,50.0,40-60,2,18.3,15.75,86.06,8.86,8.54
27.0,26-28,50.0,40-60,3,18.3,15.75,86.06,8.58,8.54
27.0,26-28,50.0,40-60,4,18.3,15.75,86.06,8.25,8.54
27.0,26-28,70.0,61-80,2,18.3,15.75,86.06,8.83,8.54
27.0,26-28,70.0,61-80,3,18.3,15.75,86.06,8.49,8.54
27.0,26-28,70.0,61-80,4,18.3,15.75,86.06,8.18,8.54
27.0,26-28,90.0,81-100,2,18.3,15.75,86.06,8.75,8.54
27.0,26-28,90.0,81-100,3,18.3,15.75,86.06,8.46,8.54
27.0,26-28,90.0,81-100,4,18.3,15.75,86.06,8.1,8.54
30.0,29-31,50.0,40-60,2,18.3,15.75,86.06,8.68,8.54
30.0,29-31,50.0,40-60,3,18.3,15.75,86.06,8.3,8.54
30.0,29-31,50.0,40-60,4,18.3,15.75,86.06,8.03,8.54
30.0,29-31,70.0,61-80,2,18.3,15.75,86.06,8.58,8.54
30.0,29-31,70.0,61-80,3,18.3,15.75,86.06,8.3,8.54
30.0,29-31,70.0,61-80,4,18.3,15.75,86.06,7.89,8.54
30.0,29-31,90.0,81-100,2,18.3,15.75,86.06,8.49,8.54
30.0,29-31,90.0,81-100,3,18.3,15.75,86.06,8.23,8.54
30.0,29-31,90.0,81-100,4,18.3,15.75,86.06,7.87,8.54
33.5,32-35,50.0,40-60,2,18.3,15.75,86.06,8.3,8.54
33.5,32-35,50.0,40-60,3,18.3,15.75,86.06,8.05,8.54
33.5,32-35,50.0,40-60,4,18.3,15.75,86.06,7.66,8.54
33.5,32-35,70.0,61-80,2,18.3,15.75,86.06,8.35,8.54
33.5,32-35,70.0,61-80,3,18.3,15.75,86.06,8.04,8.54
33.5,32-35,70.0,61-80,4,18.3,15.75,86.06,7.6,8.54
33.5,32-35,90.0,81-100,2,18.3,15.75,86.06,8.26,8.54
33.5,32-35,90.0,81-100,3,18.3,15.75,86.06,7.96,8.54
33.5,32-35,90.0,81-100,4,18.3,15.75,86.06,7.56,8.54
24.0,23-25,50.0,40-60,2,17.0,14.63,86.06,8.35,7.85
24.0,23-25,50.0,40-60,3,17.0,14.63,86.06,8.02,7.85
24.0,23-25,50.0,40-60,4,17.0,14.63,86.06,7.7,7.85
24.0,23-25,70.0,61-80,2,17.0,14.63,86.06,8.26,7.85
24.0,23-25,70.0,61-80,3,17.0,14.63,86.06,7.96,7.85
24.0,23-25,70.0,61-80,4,17.0,14.63,86.06,7.62,7.85
24.0,23-25,90.0,81-100,2,17.0,14.63,86.06,8.16,7.85
24.0,23-25,90.0,81-100,3,17.0,14.63,86.06,7.93,7.85
24.0,23-25,90.0,81-100,4,17.0,14.63,86.06,7.53,7.85
27.0,26-28,50.0,40-60,2,17.0,14.63,86.06,8.17,7.85
27.0,26-28,50.0,40-60,3,17.0,14.63,86.06,7.92,7.85
27.0,26-28,50.0,40-60,4,17.0,14.63,86.06,7.53,7.85
27.0,26-28,70.0,61-80,2,17.0,14.63,86.06,8.13,7.85
27.0,26-28,70.0,61-80,3,17.0,14.63,86.06,7.88,7.85
27.0,26-28,70.0,61-80,4,17.0,14.63,86.06,7.52,7.85
27.0,26-28,90.0,81-100,2,17.0,14.63,86.06,8.02,7.85
27.0,26-28,90.0,81-100,3,17.0,14.63,86.06,7.75,7.85
27.0,26-28,90.0,81-100,4,17.0,14.63,86.06,7.45,7.85
30.0,29-31,50.0,40-60,2,17.0,14.63,86.06,7.93,7.85
30.0,29-31,50.0,40-60,3,17.0,14.63,86.06,7.63,7.85
30.0,29-31,50.0,40-60,4,17.0,14.63,86.06,7.26,7.85
30.0,29-31,70.0,61-80,2,17.0,14.63,86.06,7.85,7.85
30.0,29-31,70.0,61-80,3,17.0,14.63,86.06,7.61,7.85
30.0,29-31,70.0,61-80,4,17.0,14.63,86.06,7.27,7.85
30.0,29-31,90.0,81-100,2,17.0,14.63,86.06,7.86,7.85
30.0,29-31,90.0,81-100,3,17.0,14.63,86.06,7.54,7.85
30.0,29-31,90.0,81-100,4,17.0,14.63,86.06,7.13,7.85
33.5,32-35,50.0,40-60,2,17.0,14.63,86.06,7.61,7.85
33.5,32-35,50.0,40-60,3,17.0,14.63,86.06,7.41,7.85
33.5,32-35,50.0,40-60,4,17.0,14.63,86.06,6.99,7.85
33.5,32-35,70.0,61-80,2,17.0,14.63,86.06,7.59,7.85
33.5,32-35,70.0,61-80,3,17.0,14.63,86.06,7.35,7.85
33.5,32-35,70.0,61-80,4,17.0,14.63,86.06,6.97,7.85
33.5,32-35,90.0,81-100,2,17.0,14.63,86.06,7.5,7.85
33.5,32-35,90.0,81-100,3,17.0,14.63,86.06,7.27,7.85
33.5,32-35,90.0,81-100,4,17.0,14.63,86.06,6.93,7.85
24.0,23-25,50.0,40-60,2,14.5,11.08,76.41,5.4,4.96
24.0,23-25,50.0,40-60,3,14.5,11.08,76.41,5.18,4.96
24.0,23-25,50.0,40-60,4,14.5,11.08,76.41,4.78,4.96
24.0,23-25,70.0,61-80,2,14.5,11.08,76.41,5.39,4.96
24.0,23-25,70.0,61-80,3,14.5,11.08,76.41,5.13,4.96
24.0,23-25,70.0,61-80,4,14.5,11.08,76.41,4.79,4.96
24.0,23-25,90.0,81-100,2,14.5,11.08,76.41,5.29,4.96
24.0,23-25,90.0,81-100,3,14.5,11.08,76.41,4.98,4.96
24.0,23-25,90.0,81-100,4,14.5,11.08,76.41,4.62,4.96
27.0,26-28,50.0,40-60,2,14.5,11.08,76.41,5.3,4.96
27.0,26-28,50.0,40-60,3,14.5,11.08,76.41,4.94,4.96
27.0,26-28,50.0,40-60,4,14.5,11.08,76.41,4.63,4.96
27.0,26-28,70.0,61-80,2,14.5,11.08,76.41,5.2,4.96
27.0,26-28,70.0,61-80,3,14.5,11.08,76.41,4.93,4.96
27.0,26-28,70.0,61-80,4,14.5,11.08,76.41,4.54,4.96
27.0,26-28,90.0,81-100,2,14.5,11.08,76.41,5.19,4.96
27.0,26-28,90.0,81-100,3,14.5,11.08,76.41,4.83,4.96
27.0,26-28,90.0,81-100,4,14.5,11.08,76.41,4.49,4.96
30.0,29-31,50.0,40-60,2,14.5,11.08,76.41,5.09,4.96
30.0,29-31,50.0,40-60,3,14.5,11.08,76.41,4.77,4.96
30.0,29-31,50.0,40-60,4,14.5,11.08,76.41,4.37,4.96
30.0,29-31,70.0,61-80,2,14.5,11.08,76.41,4.96,4.96
30.0,29-31,70.0,61-80,3,14.5,11.08,76.41,4.72,4.96
30.0,29-31,70.0,61-80,4,14.5,11.08,76.41,4.34,4.96
30.0,29-31,90.0,81-100,2,14.5,11.08,76.41,4.95,4.96
30.0,29-31,90.0,81-100,3,14.5,11.08,76.41,4.61,4.96
30.0,29-31,90.0,81-100,4,14.5,11.08,76.41,4.25,4.96
33.5,32-35,50.0,40-60,2,14.5,11.08,76.41,4.77,4.96
33.5,32-35,50.0,40-60,3,14.5,11.08,76.41,4.49,4.96
33.5,32-35,50.0,40-60,4,14.5,11.08,76.41,4.16,4.96
33.5,32-35,70.0,61-80,2,14.5,11.08,76.41,4.67,4.96
33.5,32-35,70.0,61-80,3,14.5,11.08,76.41,4.42,4.96
33.5,32-35,70.0,61-80,4,14.5,11.08,76.41,4.02,4.96
33.5,32-35,90.0,81-100,2,14.5,11.08,76.41,4.64,4.96
33.5,32-35,90.0,81-100,3,14.5,11.08,76.41,4.38,4.96
33.5,32-35,90.0,81-100,4,14.5,11.08,76.41,4.0,4.96
24.0,23-25,50.0,40-60,2,19.0,14.51,76.37,7.35,6.83
24.0,23-25,50.0,40-60,3,19.0,14.51,76.37,7.02,6.83
24.0,23-25,50.0,40-60,4,19.0,14.51,76.37,6.7,6.83
24.0,23-25,70.0,61-80,2,19.0,14.51,76.37,7.29,6.83
24.0,23-25,70.0,61-80,3,19.0,14.51,76.37,6.92,6.83
24.0,23-25,70.0,61-80,4,19.0,14.51,76.37,6.58,6.83
24.0,23-25,90.0,81-100,2,19.0,14.51,76.37,7.17,6.83
24.0,23-25,90.0,81-100,3,19.0,14.51,76.37,6.85,6.83
24.0,23-25,90.0,81-100,4,19.0,14.51,76.37,6.53,6.83
27.0,26-28,50.0,40-60,2,19.0,14.51,76.37,7.16,6.83
27.0,26-28,50.0,40-60,3,19.0,14.51,76.37,6.91,6.83
27.0,26-28,50.0,40-60,4,19.0,14.51,76.37,6.5,6.83
27.0,26-28,70.0,61-80,2,19.0,14.51,76.37,7.14,6.83
27.0,26-28,70.0,61-80,3,19.0,14.51,76.37,6.85,6.83
27.0,26-28,70.0,61-80,4,19.0,14.51,76.37,6.5,6.83
27.0,26-28,90.0,81-100,2,19.0,14.51,76.37,7.0,6.83
27.0,26-28,90.0,81-100,3,19.0,14.51,76.37,6.73,6.83
27.0,26-28,90.0,81-100,4,19.0,14.51,76.37,6.36,6.83
30.0,29-31,50.0,40-60,2,19.0,14.51,76.37,6.91,6.83
30.0,29-31,50.0,40-60,3,19.0,14.51,76.37,6.61,6.83
30.0,29-31,50.0,40-60,4,19.0,14.51,76.37,6.3,6.83
30.0,29-31,70.0,61-80,2,19.0,14.51,76.37,6.87,6.83
30.0,29-31,70.0,61-80,3,19.0,14.51,76.37,6.57,6.83
30.0,29-31,70.0,61-80,4,19.0,14.51,76.37,6.27,6.83
30.0,29-31,90.0,81-100,2,19.0,14.51,76.37,6.75,6.83
30.0,29-31,90.0,81-100,3,19.0,14.51,76.37,6.49,6.83
30.0,29-31,90.0,81-100,4,19.0,14.51,76.37,6.17,6.83
33.5,32-35,50.0,40-60,2,19.0,14.51,76.37,6.61,6.83
33.5,32-35,50.0,40-60,3,19.0,14.51,76.37,6.35,6.83
33.5,32-35,50.0,40-60,4,19.0,14.51,76.37,5.96,6.83
33.5,32-35,70.0,61-80,2,19.0,14.51,76.37,6.63,6.83
33.5,32-35,70.0,61-80,3,19.0,14.51,76.37,6.27,6.83
33.5,32-35,70.0,61-80,4,19.0,14.51,76.37,5.92,6.83
33.5,32-35,90.0,81-100,2,19.0,14.51,76.37,6.52,6.83
33.5,32-35,90.0,81-100,3,19.0,14.51,76.37,6.18,6.83
33.5,32-35,90.0,81-100,4,19.0,14.51,76.37,5.84,6.83
24.0,23-25,50.0,40-60,2,16.0,13.22,82.63,7.14,6.67
24.0,23-25,50.0,40-60,3,16.0,13.22,82.63,6.84,6.67
24.0,23-25,50.0,40-60,4,16.0,13.22,82.63,6.5,6.67
24.0,23-25,70.0,61-80,2,16.0,13.22,82.63,7.11,6.67
24.0,23-25,70.0,61-80,3,16.0,13.22,82.63,6.81,6.67
24.0,23-25,70.0,61-80,4,16.0,13.22,82.63,6.47,6.67
24.0,23-25,90.0,81-100,2,16.0,13.22,82.63,7.0,6.67
24.0,23-25,90.0,81-100,3,16.0,13.22,82.63,6.68,6.67
24.0,23-25,90.0,81-100,4,16.0,13.22,82.63,6.4,6.67
27.0,26-28,50.0,40-60,2,16.0,13.22,82.63,7.04,6.67
27.0,26-28,50.0,40-60,3,16.0,13.22,82.63,6.68,6.67
27.0,26-28,50.0,40-60,4,16.0,13.22,82.63,6.34,6.67
27.0,26-28,70.0,61-80,2,16.0,13.22,82.63,6.95,6.67
27.0,26-28,70.0,61-80,3,16.0,13.22,82.63,6.65,6.67
27.0,26-28,70.0,61-80,4,16.0,13.22,82.63,6.32,6.67
27.0,26-28,90.0,81-100,2,16.0,13.22,82.63,6.82,6.67
27.0,26-28,90.0,81-100,3,16.0,13.22,82.63,6.59,6.67
27.0,26-28,90.0,81-100,4,16.0,13.22,82.63,6.18,6.67
30.0,29-31,50.0,40-60,2,16.0,13.22,82.63,6.76,6.67
30.0,29-31,50.0,40-60,3,16.0,13.22,82.63,6.49,6.67
30.0,29-31,50.0,40-60,4,16.0,13.22,82.63,6.11,6.67
30.0,29-31,70.0,61-80,2,16.0,13.22,82.63,6.67,6.67
30.0,29-31,70.0,61-80,3,16.0,13.22,82.63,6.46,6.67
30.0,29-31,70.0,61-80,4,16.0,13.22,82.63,6.1,6.67
30.0,29-31,90.0,81-100,2,16.0,13.22,82.63,6.66,6.67
30.0,29-31,90.0,81-100,3,16.0,13.22,82.63,6.32,6.67
30.0,29-31,90.0,81-100,4,16.0,13.22,82.63,5.95,6.67
33.5,32-35,50.0,40-60,2,16.0,13.22,82.63,6.52,6.67
33.5,32-35,50.0,40-60,3,16.0,13.22,82.63,6.18,6.67
33.5,32-35,50.0,40-60,4,16.0,13.22,82.63,5.87,6.67
33.5,32-35,70.0,61-80,2,16.0,13.22,82.63,6.41,6.67
33.5,32-35,70.0,61-80,3,16.0,13.22,82.63,6.11,6.67
33.5,32-35,70.0,61-80,4,16.0,13.22,82.63,5.83,6.67
33.5,32-35,90.0,81-100,2,16.0,13.22,82.63,6.35,6.67
33.5,32-35,90.0,81-100,3,16.0,13.22,82.63,6.01,6.67
33.5,32-35,90.0,81-100,4,16.0,13.22,82.63,5.67,6.67
24.0,23-25,50.0,40-60,2,16.6,13.44,80.96,7.13,6.65
24.0,23-25,50.0,40-60,3,16.6,13.44,80.96,6.78,6.65
24.0,23-25,50.0,40-60,4,16.6,13.44,80.96,6.48,6.65
24.0,23-25,70.0,61-80,2,16.6,13.44,80.96,7.07,6.65
24.0,23-25,70.0,61-80,3,16.6,13.44,80.96,6.81,6.65
24.0,23-25,70.0,61-80,4,16.6,13.44,80.96,6.42,6.65
24.0,23-25,90.0,81-100,2,16.6,13.44,80.96,7.05,6.65
24.0,23-25,90.0,81-100,3,16.6,13.44,80.96,6.67,6.65
24.0,23-25,90.0,81-100,4,16.6,13.44,80.96,6.36,6.65
27.0,26-28,50.0,40-60,2,16.6,13.44,80.96,6.94,6.65
27.0,26-28,50.0,40-60,3,16.6,13.44,80.96,6.7,6.65
27.0,26-28,50.0,40-60,4,16.6,13.44,80.96,6.38,6.65
27.0,26-28,70.0,61-80,2,16.6,13.44,80.96,6.96,6.65
27.0,26-28,70.0,61-80,3,16.6,13.44,80.96,6.64,6.65
27.0,26-28,70.0,61-80,4,16.6,13.44,80.96,6.28,6.65
27.0,26-28,90.0,81-100,2,16.6,13.44,80.96,6.88,6.65
27.0,26-28,90.0,81-100,3,16.6,13.44,80.96,6.59,6.65
27.0,26-28,90.0,81-100,4,16.6,13.44,80.96,6.25,6.65
30.0,29-31,50.0,40-60,2,16.6,13.44,80.96,6.73,6.65
30.0,29-31,50.0,40-60,3,16.6,13.44,80.96,6.49,6.65
30.0,29-31,50.0,40-60,4,16.6,13.44,80.96,6.06,6.65
30.0,29-31,70.0,61-80,2,16.6,13.44,80.96,6.67,6.65
30.0,29-31,70.0,61-80,3,16.6,13.44,80.96,6.35,6.65
30.0,29-31,70.0,61-80,4,16.6,13.44,80.96,6.02,6.65
30.0,29-31,90.0,81-100,2,16.6,13.44,80.96,6.64,6.65
30.0,29-31,90.0,81-100,3,16.6,13.44,80.96,6.35,6.65
30.0,29-31,90.0,81-100,4,16.6,13.44,80.96,5.99,6.65
33.5,32-35,50.0,40-60,2,16.6,13.44,80.96,6.47,6.65
33.5,32-35,50.0,40-60,3,16.6,13.44,80.96,6.16,6.65
33.5,32-35,50.0,40-60,4,16.6,13.44,80.96,5.83,6.65
33.5,32-35,70.0,61-80,2,16.6,13.44,80.96,6.4,6.65
33.5,32-35,70.0,61-80,3,16.6,13.44,80.96,6.14,6.65
33.5,32-35,70.0,61-80,4,16.6,13.44,80.96,5.78,6.65
33.5,32-35,90.0,81-100,2,16.6,13.44,80.96,6.35,6.65
33.5,32-35,90.0,81-100,3,16.6,13.44,80.96,6.03,6.65
33.5,32-35,90.0,81-100,4,16.6,13.44,80.96,5.72,6.65
24.0,23-25,50.0,40-60,2,20.2,15.41,76.29,7.77,7.31
24.0,23-25,50.0,40-60,3,20.2,15.41,76.29,7.48,7.31
24.0,23-25,50.0,40-60,4,20.2,15.41,76.29,7.17,7.31
